kabupaten,luas_panen,produktivitas,produksi,tahun
Kab. Tana Toraja,"18276,3",45.4,82973.84,2022
Kab. Luwu Utara,"39822,26",52.45,208866.69,2022
Kab. Luwu Timur,"41995,23",52.29,219608.6,2022
Kab. Toraja Utara,"22838,11",44.6,101859.8,2022
Kota Makassar,"2805,89",45.58,12788.19,2022
Kota Parepare,"963,45",48.26,4649.39,2022
Kota Palopo,"2923,02",57.5,16806.41,2022
Kab. Kepulauan Selayar,"1578,55",40.71,6425.68,2023
Kab. Bulukumba,"42683,42",50.6,215957.87,2023
Kab. Bantaeng,"9642,38",48.9,47147.1,2023
Kab. Jeneponto,"25283,45",44.57,112692.14,2023
Kab. Takalar,"27725,73",45.64,126551.43,2023
Kab. Gowa,"48550,38",47.71,231655.61,2023
Kab. Sinjai,"22492,38",48.2,108419.68,2023
Kab. Maros,"37779,27",48.19,182044.08,2023
Kab. Pangkajene Dan Kepulauan,"26399,15",42.99,113503.07,2023
Kab. Barru,"21957,57",50.21,110252.86,2023
Kab. Bone,"170329,8",49.76,847495.03,2023
Kab. Soppeng,"49038,41",52.98,259790.95,2023
Kab. Wajo,"140614,59",45.43,638815.52,2023
Kab. Sidenreng Rappang,"89088,44",54.31,483868.74,2023
Kab. Pinrang,"77791,79",58.38,454111.97,2023
Kab. Enrekang,"6914,1",46.2,31942.73,2023
Kab. Luwu,"51520,92",56.69,292072.62,2023
Kab. Tana Toraja,"15424,55",45.76,70579.51,2023
Kab. Luwu Utara,"37050,01",52.55,194714.72,2023
Kab. Luwu Timur,"39673,74",57.77,229196.23,2023
Kab. Toraja Utara,"19888,89",43.4,86316.43,2023
Kota Makassar,"2475,34",52.15,12907.7,2023
Kota Parepare,"962,16",40.08,3856.8,2023
Kota Palopo,"2925,19",54.93,16067.64,2023
Kab. Kepulauan Selayar,"1480,48",40.05,5929.56,2024
Kab. Bulukumba,"43087,97",50.56,217869.03,2024
Kab. Bantaeng,"10428,07",45.66,47619.54,2024
Kab. Jeneponto,"27605,59",47.75,131809.69,2024
Kab. Takalar,"27596,5",41.89,115610.02,2024
Kab. Gowa,"49388,29",48.57,239879.43,2024
Kab. Sinjai,"20298,13",46.8,95001.43,2024
Kab. Maros,"40354,73",48.04,193846.58,2024
Kab. Pangkajene Dan Kepulauan,"27043,71",41.41,111980.09,2024
Kab. Barru,"21213,26",53.98,114509.68,2024
Kab. Bone,"157901,31",47.79,754644.66,2024
Kab. Soppeng,"45441,96",53.36,242469.8,2024
Kab. Wajo,"123316,52",47.66,587729.75,2024
Kab. Sidenreng Rappang,"86548,69",51.75,447855.62,2024
Kab. Pinrang,"92277,1",61.07,563546.72,2024
Kab. Enrekang,"7937,59",45.59,36189.33,2024
Kab. Luwu,"52325,28",53.59,280392.73,2024
Kab. Tana Toraja,"12856,98",45.28,58216.93,2024
Kab. Luwu Utara,"40352,09",54.19,218654.1,2024
Kab. Luwu Timur,"41174,43",58.02,238901.89,2024
Kab. Toraja Utara,"16209,27",50.12,81241.01,2024
Kota Makassar,"2578,25",56.97,14687.42,2024
Kota Parepare,"960,04",51.91,4983.52,2024
Kota Palopo,"2932,36",50.68,14860.86,2024
Kab. Kepulauan Selayar,1877,43.7,8201.0,2025
Kab. Bulukumba,39833,52.23,208030.0,2025
Kab. Bantaeng,9727,54.47,52984.0,2025
Kab. Jeneponto,34291,48.91,167717.0,2025
Kab. Takalar,31917,42.93,137019.0,2025
Kab. Gowa,55529,47.64,264534.0,2025
Kab. Sinjai,21675,49.1,106425.0,2025
Kab. Maros,39489,47.34,186929.0,2025
Kab. Pangkajene Dan Kepulauan,27868,45.42,126590.0,2025
Kab. Barru,23591,59.13,139485.0,2025
Kab. Bone,183673,48.66,893811.0,2025
Kab. Soppeng,49087,52.65,258421.0,2025
Kab. Wajo,154127,50.85,783762.0,2025
Kab. Sidenreng Rappang,94893,60.04,569733.0,2025
Kab. Pinrang,96747,61.59,595823.0,2025
Kab. Enrekang,7636,49.65,37908.0,2025
Kab. Luwu,52709,55.15,290717.0,2025
Kab. Tana Toraja,17209,45.81,78835.0,2025
Kab. Luwu Utara,31172,54.5,169876.0,2025
Kab. Luwu Timur,40984,62.79,257320.0,2025
Kab. Toraja Utara,21235,46.16,98011.0,2025
Kota Makassar,2102,50.19,10553.0,2025
Kota Parepare,1008,49.89,5027.0,2025
Kota Palopo,3323,56.83,18884.0,2025
Kota Palu,"104,66",43.72,457.55,2019
Kota Palu,"75,98",48.37,367.52,2020
Kota Palu,"167,17",45.72,764.28,2021
Kab. Banggai Kepulauan,"291,58",34.06,992.99,2022
Kota Palu,"194,91",45.6,888.75,2022
Kota Palu,"161,59",42.41,685.27,2023
Kab. Banggai Laut,"1,20",41.76,5.03,2024
Kota Palu,"176,85",47.01,831.32,2024
Kab. Banggai Laut,"6,00",45.66,27.0,2025
Kota Palu,"166,00",44.55,738.0,2025
Kab. Konawe Kepulauan,"171,66",38.53,661.34,2018
Kab. Buton Selatan,"1,33",16.09,2.14,2018
Kab. Konawe Kepulauan,"218,19",38.3,835.73,2019
Kab. Buton Selatan,"3,33",27.12,9.03,2019
Kab. Konawe Kepulauan,"155,92",38.7,603.46,2020
Kab. Buton Selatan,"1,00",23.3,2.33,2020
Kab. Konawe Kepulauan,"118,87",41.99,499.14,2021
Kab. Buton Tengah,"5,78",40.52,23.42,2021
Kab. Buton Selatan,"1,66",33.43,5.55,2021
Kab. Konawe Kepulauan,"144,04",34.19,492.54,2022
Kab. Buton Tengah,"8,67",29.17,25.29,2022
Kab. Konawe Kepulauan,"127,96",37.69,482.3,2023
Kab. Buton Tengah,"8,67",31.59,27.39,2023
Kab. Buton Selatan,"20,00",34.55,69.1,2023
Kab. Konawe Kepulauan,"166,38",38.0,632.18,2024
Kab. Buton Tengah,"5,78",29.48,17.04,2024
Kab. Buton Selatan,"33,34",33.69,112.33,2024
Kab. Buton Tengah,"18,00",38.01,67.0,2025
Kab. Buton Selatan,"33,00",26.45,88.0,2025
Kab. Kepulauan Sangihe,"7,83",36.49,28.57,2018
Kab. Kepulauan Talaud,"95,05",35.23,334.87,2018
Kota Manado,"0,94",33.51,3.15,2018
Kota Bitung,"93,72",43.47,407.38,2018
Kab. Kepulauan Sangihe,"3,86",43.26,16.7,2019
Kab. Kepulauan Talaud,"60,23",43.74,263.44,2019
Kota Manado,"1,26",37.94,4.78,2019
Kota Bitung,"91,34",43.52,397.49,2019
Kab. Kepulauan Sangihe,"1,02",46.67,4.76,2020
Kab. Kepulauan Talaud,"49,64",40.03,198.71,2020
Kota Bitung,"95,78",40.7,389.84,2020
Kab. Kepulauan Sangihe,"0,42",39.29,1.65,2021
Kab. Kepulauan Talaud,"30,84",38.31,118.15,2021
Kota Bitung,"57,07",38.41,219.21,2021
Kota Bitung,"59,20",39.46,233.62,2022
Kab. Kepulauan Sangihe,"0,19",41.05,0.78,2023
Kota Bitung,"19,02",45.82,87.15,2023
Kab. Kepulauan Sangihe,"8,65",43.03,37.24,2024
Kab. Kepulauan Talaud,"0,29",44.48,1.29,2024
Kota Manado,"9,03",42.24,38.13,2024
Kota Bitung,"71,87",44.31,318.46,2024
Kab. Kepulauan Sangihe,"7,00",37.4,27.0,2025
Kab. Kepulauan Talaud,"42,00",42.94,182.0,2025
Kota Manado,"6,00",36.69,22.0,2025
Kota Bitung,"18,00",42.84,75.0,2025
Kab. Kepulauan Mentawai,"208,12",24.71,514.36,2020
Kab. Kepulauan Mentawai,"376,77",24.97,940.98,2021
Kab. Kepulauan Mentawai,"177,28",26.51,469.93,2024
Kab. Ogan Komering Ulu,"3039,42",46.47,14124.16,2018
Kab. Ogan Komering Ilir,"95573,8",50.65,484123.06,2018
Kab. Muara Enim,"18082,82",46.57,84206.44,2018
Kab. Lahat,"13966,04",53.96,75360.65,2018
Kab. Musi Rawas,"24368,45",50.15,122214.04,2018
Kab. Musi Banyuasin,"39039,08",45.18,176385.25,2018
Kab. Banyuasin,"212648,57",48.84,1038489.34,2018
Kab. OKU Selatan,"7218,88",44.51,32129.07,2018
Kab. OKU Timur,"96725,97",65.98,638198.79,2018
Kab. Ogan Ilir,"38896,17",47.59,185090.11,2018
Kab. Empat Lawang,"14390,13",41.73,60044.69,2018
Kab. Penukal Abab Lematang Ilir,"4163,45",40.66,16929.87,2018
Kab. Musi Rawas Utara,"4852,7",42.94,20836.01,2018
Kota Palembang,"4478,14",54.65,24470.82,2018
Kota Prabumulih,"44,18",50.67,223.87,2018
Kota Pagar Alam,"2804,25",53.07,14881.78,2018
Kota Lubuklinggau,"1282,56",50.55,6483.89,2018
Kab. Ogan Komering Ulu,"3609,61",49.15,17739.97,2019
Kab. Ogan Komering Ilir,"95560,21",50.71,484604.79,2019
Kab. Muara Enim,"20070,19",41.42,83125.84,2019
Kab. Lahat,"14499,32",50.44,73128.99,2019
Kab. Musi Rawas,"21935,15",47.19,103511.64,2019
Kab. Musi Banyuasin,"29488,73",46.34,136642.56,2019
Kab. Banyuasin,"208597,95",43.43,905845.79,2019
Kab. OKU Selatan,"7205,87",51.93,37418.38,2019
Kab. OKU Timur,"92116,61",62.46,575340.17,2019
Kab. Ogan Ilir,"19167,29",37.48,71846.34,2019
Kab. Empat Lawang,"14115,04",39.62,55920.35,2019
Kab. Penukal Abab Lematang Ilir,"4297,06",40.08,17220.71,2019
Kab. Musi Rawas Utara,"1650,16",39.36,6495.6,2019
Kota Palembang,"2730,04",46.45,12682.17,2019
Kota Prabumulih,"33,44",40.82,136.49,2019
Kota Pagar Alam,"2668,15",47.73,12735.42,2019
Kota Lubuklinggau,"1571,7",57.27,9001.03,2019
Kab. Ogan Komering Ulu,"3601,12",45.45,16365.67,2020
Kab. Ogan Komering Ilir,"96370,64",54.5,525218.03,2020
Kab. Muara Enim,"12513,65",41.45,51866.22,2020
Kab. Lahat,"14167,74",49.6,70278.25,2020
Kab. Musi Rawas,"22883,82",54.16,123933.68,2020
Kab. Musi Banyuasin,"33526,84",46.83,157015.79,2020
Kab. Banyuasin,"211187,16",43.43,917156.76,2020
Kab. OKU Selatan,"7472,12",51.54,38509.64,2020
Kab. OKU Timur,"99645,54",63.59,633627.74,2020
Kab. Ogan Ilir,"21820,01",37.61,82073.28,2020
Kab. Empat Lawang,"13554,18",44.81,60730.88,2020
Kab. Penukal Abab Lematang Ilir,"3890,69",40.06,15586.11,2020
Kab. Musi Rawas Utara,"2829,84",45.67,12924.13,2020
Kota Palembang,"3380,39",42.32,14304.74,2020
Kota Prabumulih,"34,8",39.52,137.53,2020
Kota Pagar Alam,"2786,69",53.11,14798.8,2020
Kota Lubuklinggau,"1655,53",51.54,8532.43,2020
Kab. Ogan Komering Ulu,"2739,2",43.86,12015.11,2021
Kab. Ogan Komering Ilir,"85002,59",54.82,465965.86,2021
Kab. Muara Enim,"11767,93",39.97,47035.46,2021
Kab. Lahat,"13708,57",48.15,66001.95,2021
Kab. Musi Rawas,"20352,72",58.97,120025.94,2021
Kab. Musi Banyuasin,"31472,23",47.41,149202.8,2021
Kab. Banyuasin,"184834,91",48.0,887255.63,2021
Kab. OKU Selatan,"7697,5",58.01,44654.28,2021
Kab. OKU Timur,"95809,26",60.01,574966.07,2021
Kab. Ogan Ilir,"18403,69",41.76,76856.01,2021
Kab. Empat Lawang,"10705,6",42.17,45149.22,2021
Kab. Penukal Abab Lematang Ilir,"3900,26",43.03,16783.5,2021
Kab. Musi Rawas Utara,"2925,95",42.62,12471.86,2021
Kota Palembang,"2475,24",41.62,10301.44,2021
Kota Prabumulih,"36,86",38.77,142.91,2021
Kota Pagar Alam,"2705,03",53.95,14594.21,2021
Kota Lubuklinggau,"1704,11",52.94,9020.94,2021
Kab. Ogan Komering Ulu,"2995,52",46.02,13784.51,2022
Kab. Ogan Komering Ilir,"98450,44",54.3,534586.78,2022
Kab. Muara Enim,"12198,51",45.62,55650.55,2022
Kab. Lahat,"14355,48",51.93,74549.71,2022
Kab. Musi Rawas,"17987,67",55.6,100005.52,2022
Kab. Musi Banyuasin,"29601,57",48.8,144445.74,2022
Kab. Banyuasin,"177999,36",50.42,897427.6,2022
Kab. OKU Selatan,"7013,5",55.9,39203.3,2022
Kab. OKU Timur,"108075,32",64.91,701509.52,2022
Kab. Ogan Ilir,"21150,62",49.61,104927.85,2022
Kab. Empat Lawang,"8672,6",45.76,39687.3,2022
Kab. Penukal Abab Lematang Ilir,"5334,75",42.31,22573.26,2022
Kab. Musi Rawas Utara,"2943,14",41.81,12304.47,2022
Kota Palembang,"2371,64",46.67,11067.82,2022
Kota Prabumulih,"35,82",39.96,143.12,2022
Kota Pagar Alam,"2966,59",56.7,16820.27,2022
Kota Lubuklinggau,"1225,67",52.07,6381.94,2022
Kab. Ogan Komering Ulu,"2946,14",47.37,13955.94,2023
Kab. Ogan Komering Ilir,"90098,11",58.37,525899.56,2023
Kab. Muara Enim,"11528,06",51.0,58788.53,2023
Kab. Lahat,"13409,56",51.4,68921.98,2023
Kab. Musi Rawas,"18686,2",57.45,107355.3,2023
Kab. Musi Banyuasin,"26671,04",53.66,143115.22,2023
Kab. Banyuasin,"177666,5",51.81,920413.27,2023
Kab. OKU Selatan,"7899,24",59.57,47059.3,2023
Kab. OKU Timur,"106700,37",67.19,716876.05,2023
Kab. Ogan Ilir,"21654,29",46.82,101395.24,2023
Kab. Empat Lawang,"10415,7",48.68,50707.62,2023
Kab. Penukal Abab Lematang Ilir,"5801,04",43.9,25464.72,2023
Kab. Musi Rawas Utara,"2686,74",44.57,11975.52,2023
Kota Palembang,"3097,77",49.39,15299.17,2023
Kota Prabumulih,"35,82",44.36,158.9,2023
Kota Pagar Alam,"3581,61",52.23,18708.5,2023
Kota Lubuklinggau,"1264,84",52.81,6679.1,2023
Kab. Ogan Komering Ulu,"2703,43",46.94,12690.78,2024
Kab. Ogan Komering Ilir,"97822,25",59.17,578805.35,2024
Kab. Muara Enim,"12516,06",51.11,63967.79,2024
Kab. Lahat,"12535,44",50.97,63892.53,2024
Kab. Musi Rawas,"19898,95",58.33,116076.29,2024
Kab. Musi Banyuasin,"25001,15",49.64,124111.48,2024
Kab. Banyuasin,"185231,71",51.18,948088.97,2024
Kab. OKU Selatan,"7646,4",62.3,47640.28,2024
Kab. OKU Timur,"111431,99",65.65,731587.52,2024
Kab. Ogan Ilir,"20507,92",49.77,102076.84,2024
Kab. Empat Lawang,"9014,59",49.12,44283.22,2024
Kab. Penukal Abab Lematang Ilir,"6142,9",43.07,26454.98,2024
Kab. Musi Rawas Utara,"2663,38",39.19,10438.12,2024
Kota Palembang,"2654,85",45.58,12100.2,2024
Kota Prabumulih,"46,78",38.55,180.36,2024
Kota Pagar Alam,"3674,32",50.77,18654.25,2024
Kota Lubuklinggau,"1600,08",52.26,8362.71,2024
Kab. Ogan Komering Ulu,5477,47.14,25815.0,2025
Kab. Ogan Komering Ilir,106758,62.49,667136.0,2025
Kab. Muara Enim,16990,53.87,91517.0,2025
Kab. Lahat,15461,53.65,82954.0,2025
Kab. Musi Rawas,23717,60.76,144097.0,2025
Kab. Musi Banyuasin,32464,53.74,174474.0,2025
Kab. Banyuasin,230280,51.14,1177649.0,2025
Kab. OKU Selatan,13831,55.82,77206.0,2025
Kab. OKU Timur,138174,66.83,923413.0,2025
Kab. Ogan Ilir,24984,48.64,121519.0,2025
Kab. Empat Lawang,9626,48.79,46968.0,2025
Kab. Penukal Abab Lematang Ilir,6835,49.43,33786.0,2025
Kab. Musi Rawas Utara,2435,44.66,10873.0,2025
Kota Palembang,4100,53.0,21729.0,2025
Kota Prabumulih,193,44.79,862.0,2025
Kota Pagar Alam,3636,54.0,19633.0,2025
Kota Lubuklinggau,1356,54.48,7390.0,2025
Kab. Nias,"9899,33",35.47,35117.42,2018
Kab. Mandailing Natal,"20161,62",45.22,91162.61,2018
Kab. Tapanuli Selatan,"18714,63",52.3,97876.5,2018
Tapanuli Tengah,"12794,69",38.85,49706.39,2018
Kab. Tapanuli Utara,"26729,07",44.69,119456.09,2018
Kab. Toba Samosir,"22196,55",59.43,131918.2,2018
Kab. Labuhan Batu,"12366,68",46.35,57317.78,2018
Kab. Asahan,"9678,49",57.38,55539.11,2018
Kab. Simalungun,"34172,33",57.44,196297.25,2018
Kab. Dairi,"5332,96",52.45,27968.79,2018
Kab. Karo,"10430,56",56.15,58571.71,2018
Kab. Deli Serdang,"52978,85",58.24,308529.23,2018
Kab. Langkat,"26460,96",53.02,140285.48,2018
Kab. Nias Selatan,"11892,78",43.76,52037.91,2018
Kab. Humbang Hasundutan,"14824,54",48.91,72502.95,2018
Kab. Pakpak Bharat,"1378,3",34.15,4706.98,2018
Kab. Samosir,"8193,68",51.34,42068.41,2018
Kab. Serdang Bedagai,"48584,09",57.95,281534.19,2018
Kab. Batubara,"13277,62",52.03,69078.52,2018
Kab. Padang Lawas Utara,"5970,76",43.5,25974.82,2018
Kab. Padang Lawas,"7048,07",38.72,27288.88,2018
Kab. Labuhanbatu Selatan,"119,11",35.26,419.97,2018
Kab. Labuhanbatu Utara,"10580,82",47.42,50174.73,2018
Kab. Nias Utara,"10130,16",41.58,42119.28,2018
Kab. Nias Barat,"2185,68",40.5,8851.35,2018
Kota Tanjung Balai,"92,76",50.95,472.65,2018
Kota Pematang Siantar,"1524,39",60.55,9230.46,2018
Kota Tebing Tinggi,"566,83",52.38,2969.08,2018
Kota Medan,"1113,95",45.96,5119.74,2018
Kota Binjai,"1479,15",41.81,6183.98,2018
Kota Padangsidimpuan,"4798,2",51.57,24746.32,2018
Kota Gunungsitoli,"2498,84",52.26,13057.94,2018
Kab. Nias,"9815,05",32.27,31674.09,2019
Kab. Mandailing Natal,"19937,48",41.46,82658.97,2019
Kab. Tapanuli Selatan,"19723,9",49.74,98109.39,2019
Tapanuli Tengah,"13306,9",39.14,52079.39,2019
Kab. Tapanuli Utara,"24138,38",46.31,111791.69,2019
Kab. Toba Samosir,"20857,38",61.95,129213.79,2019
Kab. Labuhan Batu,"15194,29",49.77,75623.32,2019
Kab. Asahan,"9995,57",61.54,61513.4,2019
Kab. Simalungun,"32101,99",52.19,167543.64,2019
Kab. Dairi,"5634,52",49.69,27995.15,2019
Kab. Karo,"9235,12",63.2,58368.73,2019
Kab. Deli Serdang,"56051,79",55.45,310784.51,2019
Kab. Langkat,"27339,29",46.93,128293.57,2019
Kab. Nias Selatan,"13597,73",43.77,59518.29,2019
Kab. Humbang Hasundutan,"16357,01",41.75,68288.15,2019
Kab. Pakpak Bharat,"1354,81",39.75,5385.93,2019
Kab. Samosir,"8976,22",53.05,47619.58,2019
Kab. Serdang Bedagai,"48156,55",58.08,279705.68,2019
Kab. Batubara,"12489,08",52.7,65816.11,2019
Kab. Padang Lawas Utara,"6614,83",44.23,29259.13,2019
Kab. Padang Lawas,"7218,01",33.01,23824.5,2019
Kab. Labuhanbatu Selatan,"68,05",37.98,258.48,2019
Kab. Labuhanbatu Utara,"10475,74",45.61,47782.62,2019
Kab. Nias Utara,"10950,94",44.61,48851.51,2019
Kab. Nias Barat,"2305,51",37.63,8675.96,2019
Kota Tanjung Balai,"80,46",53.29,428.78,2019
Kota Pematang Siantar,"1812,25",62.43,11313.58,2019
Kota Tebing Tinggi,"501,8",62.24,3123.34,2019
Kota Medan,"1184,17",50.91,6028.72,2019
Kota Binjai,"1489,51",40.15,5980.75,2019
Kota Padangsidimpuan,"3863,88",50.29,19432.3,2019
Kota Gunungsitoli,"2313,03",51.7,11958.54,2019
Kab. Nias,"9513,49",37.2,35387.89,2020
Kab. Mandailing Natal,"18198,88",40.86,74365.92,2020
Kab. Tapanuli Selatan,"17677,65",51.4,90857.69,2020
Tapanuli Tengah,"11903,68",35.23,41930.98,2020
Kab. Tapanuli Utara,"21508,92",51.26,110246.52,2020
Kab. Toba Samosir,"17574,08",60.41,106168.3,2020
Kab. Labuhan Batu,"11594,12",50.19,58193.58,2020
Kab. Asahan,"10737,39",57.14,61350.21,2020
Kab. Simalungun,"33172,77",52.7,174804.18,2020
Kab. Dairi,"6546,43",53.94,35311.46,2020
Kab. Karo,"8601,24",67.25,57841.43,2020
Kab. Deli Serdang,"49658,5",63.46,315156.48,2020
Kab. Langkat,"27742,99",50.4,139829.47,2020
Kab. Nias Selatan,"10803,5",42.77,46202.43,2020
Kab. Humbang Hasundutan,"11968,69",47.11,56389.69,2020
Kab. Pakpak Bharat,"1064,93",34.97,3724.34,2020
Kab. Samosir,"7927,89",46.8,37103.35,2020
Kab. Serdang Bedagai,"48862,29",60.85,297346.87,2020
Kab. Batubara,"12988,09",56.93,73938.86,2020
Kab. Padang Lawas Utara,"8583,94",40.18,34491.82,2020
Kab. Padang Lawas,"8374,84",34.89,29216.42,2020
Kab. Labuhanbatu Selatan,"164,48",37.96,624.4,2020
Kab. Labuhanbatu Utara,"12268,17",45.75,56125.53,2020
Kab. Nias Utara,"7584,08",41.83,31726.75,2020
Kab. Nias Barat,"2691,48",39.2,10549.72,2020
Kota Tanjung Balai,"75,45",56.58,426.9,2020
Kota Pematang Siantar,"2055,44",61.57,12655.0,2020
Kota Tebing Tinggi,"484,97",55.17,2675.77,2020
Kota Medan,"924,83",54.35,5026.28,2020
Kota Binjai,"1456,08",54.05,7869.63,2020
Kota Padangsidimpuan,"3532,72",55.51,19609.89,2020
Kota Gunungsitoli,"2349,21",56.84,13352.43,2020
Kab. Nias,"8999,56",40.62,36559.9,2021
Kab. Mandailing Natal,"17158,99",42.15,72323.45,2021
Kab. Tapanuli Selatan,"16697,95",52.68,87958.52,2021
Tapanuli Tengah,"12366,14",42.83,52962.33,2021
Kab. Tapanuli Utara,"21621,69",56.68,122554.37,2021
Kab. Toba Samosir,"17687,1",60.63,107239.08,2021
Kab. Labuhan Batu,"12622,84",47.17,59546.4,2021
Kab. Asahan,"9906,85",56.18,55660.79,2021
Kab. Simalungun,"30950,94",52.47,162411.52,2021
Kab. Dairi,"5894,95",51.53,30378.06,2021
Kab. Karo,"9844,22",70.93,69828.73,2021
Kab. Deli Serdang,"53981,21",59.86,323107.61,2021
Kab. Langkat,"25633,4",48.8,125103.01,2021
Kab. Nias Selatan,"13491,62",42.61,57492.48,2021
Kab. Humbang Hasundutan,"11440,24",43.28,49513.29,2021
Kab. Pakpak Bharat,"1175,82",38.07,4476.81,2021
Kab. Samosir,"7874,65",53.83,42388.81,2021
Kab. Serdang Bedagai,"49091,03",55.06,270270.84,2021
Kab. Batubara,"12269,27",56.39,69181.22,2021
Kab. Padang Lawas Utara,"7124,65",41.07,29263.5,2021
Kab. Padang Lawas,"6961,04",37.82,26328.75,2021
Kab. Labuhanbatu Selatan,"113,43",43.75,496.21,2021
Kab. Labuhanbatu Utara,"9047,81",42.41,38367.28,2021
Kab. Nias Utara,"9690,89",41.31,40034.78,2021
Kab. Nias Barat,"2699,9",44.81,12097.93,2021
Kota Tanjung Balai,"75,92",51.9,394.06,2021
Kota Pematang Siantar,"1951,46",61.83,12065.71,2021
Kota Tebing Tinggi,"452,41",52.73,2385.57,2021
Kota Medan,"1051,11",50.6,5318.98,2021
Kota Binjai,"1426,14",51.86,7395.93,2021
Kota Padangsidimpuan,"3368,87",52.33,17628.96,2021
Kota Gunungsitoli,"2732,9",49.06,13407.63,2021
Kab. Nias,"7704,17",45.75,35244.47,2022
Kab. Mandailing Natal,"20813,47",39.61,82436.28,2022
Kab. Tapanuli Selatan,"19790,77",49.94,98843.26,2022
Tapanuli Tengah,"12218,7",39.43,48181.74,2022
Kab. Tapanuli Utara,"27457,39",45.76,125645.14,2022
Kab. Toba Samosir,"16504,07",62.29,102802.33,2022
Kab. Labuhan Batu,"21300,16",38.8,82642.09,2022
Kab. Asahan,"10166,12",64.62,65692.71,2022
Kab. Simalungun,"26442,49",54.08,143008.93,2022
Kab. Dairi,"7027,48",49.71,34934.89,2022
Kab. Karo,"9175,59",69.15,63451.43,2022
Kab. Deli Serdang,"54364,03",61.03,331769.45,2022
Kab. Langkat,"23315,84",49.46,115310.33,2022
Kab. Nias Selatan,"12263,83",35.09,43037.79,2022
Kab. Humbang Hasundutan,"15971,97",41.26,65908.05,2022
Kab. Pakpak Bharat,"1436,85",36.28,5212.74,2022
Kab. Samosir,"6790,46",56.04,38052.33,2022
Kab. Serdang Bedagai,"50910,11",58.6,298314.65,2022
Kab. Batubara,"12827,29",53.35,68430.96,2022
Kab. Padang Lawas Utara,"6894,1",42.42,29247.18,2022
Kab. Padang Lawas,"7325,83",37.78,27674.56,2022
Kab. Labuhanbatu Selatan,"102,09",39.56,403.84,2022
Kab. Labuhanbatu Utara,"19670,34",40.28,79223.04,2022
Kab. Nias Utara,"8768,97",44.62,39122.95,2022
Kab. Nias Barat,"2441,86",41.89,10228.82,2022
Kota Tanjung Balai,"75,92",45.89,348.41,2022
Kota Pematang Siantar,"1842,98",62.35,11490.47,2022
Kota Tebing Tinggi,"447,99",51.57,2310.46,2022
Kota Medan,"1007,53",58.11,5854.91,2022
Kota Binjai,"1244,91",50.95,6342.59,2022
Kota Padangsidimpuan,"3154,81",56.32,17769.03,2022
Kota Gunungsitoli,"2003,98",48.14,9647.98,2022
Kab. Nias,"8481,7",44.99,38155.62,2023
Kab. Mandailing Natal,"19833,89",39.47,78282.95,2023
Kab. Tapanuli Selatan,"18748,74",48.64,91188.83,2023
Tapanuli Tengah,"12079,15",40.31,48693.65,2023
Kab. Tapanuli Utara,"25293,86",50.14,126829.9,2023
Kab. Toba Samosir,"16361,1",67.78,110901.56,2023
Kab. Labuhan Batu,"13368,02",47.36,63305.01,2023
Kab. Asahan,"10212,46",62.09,63406.82,2023
Kab. Simalungun,"27573,66",52.16,143824.15,2023
Kab. Dairi,"6821,58",49.15,33525.36,2023
Kab. Karo,"8827,56",65.0,57380.13,2023
Kab. Deli Serdang,"52360,9",59.66,312405.53,2023
Kab. Langkat,"24435,48",49.06,119871.01,2023
Kab. Nias Selatan,"11951,51",35.45,42368.62,2023
Kab. Humbang Hasundutan,"16179,19",42.43,68644.12,2023
Kab. Pakpak Bharat,"1125,85",38.77,4364.62,2023
Kab. Samosir,"7385,8",58.47,43183.46,2023
Kab. Serdang Bedagai,"49742,27",60.72,302038.88,2023
Kab. Batubara,"13033,8",53.94,70300.15,2023
Kab. Padang Lawas Utara,"10594,64",39.48,41829.32,2023
Kab. Padang Lawas,"9970,29",38.43,38311.52,2023
Kab. Labuhanbatu Selatan,"130,45",33.98,443.29,2023
Kab. Labuhanbatu Utara,"19088,26",40.8,77884.81,2023
Kab. Nias Utara,"8895,77",41.08,36541.94,2023
Kab. Nias Barat,"2982,82",49.1,14646.73,2023
Kota Tanjung Balai,"52,57",44.3,232.87,2023
Kota Pematang Siantar,"1462,29",61.3,8964.16,2023
Kota Tebing Tinggi,"447,98",56.42,2527.47,2023
Kota Medan,"967,89",58.61,5673.07,2023
Kota Binjai,"1342,42",47.83,6420.48,2023
Kota Padangsidimpuan,3678,57.94,21310.45,2023
Kota Gunungsitoli,"2679,59",52.31,14017.67,2023
Kab. Nias,"9173,7",45.32,41573.96,2024
Kab. Mandailing Natal,"22625,8",42.24,95562.19,2024
Kab. Tapanuli Selatan,"19965,56",49.19,98207.86,2024
Tapanuli Tengah,"12136,83",39.5,47940.19,2024
Kab. Tapanuli Utara,"24187,41",51.29,124068.5,2024
Kab. Toba Samosir,"16080,93",60.14,96707.62,2024
Kab. Labuhan Batu,"14934,95",52.54,78473.8,2024
Kab. Asahan,"11343,52",59.56,67559.19,2024
Kab. Simalungun,"34503,33",57.42,198121.31,2024
Kab. Dairi,"6294,01",54.2,34116.51,2024
Kab. Karo,"8035,59",54.56,43839.39,2024
Kab. Deli Serdang,"50213,59",62.44,313546.4,2024
Kab. Langkat,"24760,51",48.58,120291.33,2024
Kab. Nias Selatan,"12680,38",35.33,44805.66,2024
Kab. Humbang Hasundutan,"17237,91",43.89,75663.41,2024
